order_id,user_id,restaurant_id,cuisine,order_datetime,order_dow,order_hour,is_weekend,is_rainy,is_regular_restaurant_for_user,gap_days_since_prev_order,item_count,items,cart_value_inr,restaurant_was_active
O0000204,U000013,R00003,Chinese,2026-08-20 19:00:00,3,19,False,True,True,6,1,Fried Rice,75.84,True
O0000205,U000013,R00001,Fast Food,2026-09-03 23:00:00,3,23,False,True,True,15,2,Loaded Fries|Chicken Wrap,304.51,True
O0000206,U000013,R00099,Pizza,2026-09-10 21:00:00,3,21,False,False,True,5,3,Pepperoni Pizza|Farmhouse Pizza|Margherita,360.98,True
O0000207,U000014,R00082,Pizza,2026-04-09 18:00:00,3,18,False,False,True,8,2,Farmhouse Pizza|Pepperoni Pizza,200.72,True
O0000208,U000014,R00062,Pizza,2026-04-17 23:00:00,4,23,True,False,False,8,2,Pepperoni Pizza|Farmhouse Pizza,196.14,True
O0000209,U000014,R00107,Desserts,2026-04-30 22:00:00,3,22,False,False,True,16,1,Brownie,105.65,True
O0000210,U000014,R00082,Pizza,2026-05-28 22:00:00,3,22,False,False,True,28,3,Pepperoni Pizza|Margherita|Farmhouse Pizza,271.72,True
O0000211,U000014,R00107,Desserts,2026-06-24 19:00:00,2,19,False,False,True,27,2,Brownie|Gulab Jamun,137.19,True
O0000212,U000014,R00082,Pizza,2026-07-16 18:00:00,3,18,False,False,True,22,2,Margherita|Farmhouse Pizza,209.99,True
O0000213,U000014,R00105,Momos,2026-08-14 23:00:00,4,23,True,False,False,29,3,Tandoori Momos|Fried Momos|Steamed Momos,238.28,True
O0000214,U000014,R00115,Chinese,2026-08-28 18:00:00,4,18,True,False,False,14,2,Chilli Chicken|Manchurian,341.85,True
O0000215,U000014,R00062,Pizza,2026-09-10 18:00:00,3,18,False,False,True,15,2,Margherita|Pepperoni Pizza,182.81,True
O0000216,U000014,R00057,Biryani,2026-09-12 18:00:00,5,18,True,False,False,2,2,Veg Biryani|Egg Biryani,171.39,True
O0000217,U000015,R00145,North Indian,2026-04-01 20:00:00,2,20,False,False,False,4,2,Paneer Tikka|Dal Makhani,302.82,True
O0000218,U000015,R00095,Desserts,2026-04-03 22:00:00,4,22,True,True,False,2,3,Ice Cream Tub|Gulab Jamun|Brownie,504.16,True
O0000219,U000015,R00039,Biryani,2026-04-05 20:00:00,6,20,True,False,True,2,1,Egg Biryani,168.63,True
O0000220,U000015,R00095,Desserts,2026-04-15 20:00:00,2,20,False,False,True,10,1,Cheesecake Slice,161.59,True
O0000221,U000015,R00036,Beverages,2026-04-19 23:00:00,6,23,True,False,False,4,2,Fresh Juice|Milkshake,337.41,True
O0000222,U000015,R00029,South Indian,2026-04-28 19:00:00,1,19,False,False,False,9,2,Masala Dosa|Uttapam,326.12,True
O0000223,U000015,R00039,Biryani,2026-04-28 17:00:00,1,17,False,False,True,2,2,Mutton Biryani|Veg Biryani,399.95,True
O0000224,U000015,R00033,Biryani,2026-05-02 19:00:00,5,19,True,False,True,4,2,Veg Biryani|Egg Biryani,293.41,True
O0000225,U000015,R00033,Biryani,2026-05-13 18:00:00,2,18,False,False,False,11,3,Egg Biryani|Chicken Biryani|Mutton Biryani,484.94,True
O0000226,U000015,R00095,Desserts,2026-05-26 20:00:00,1,20,False,False,True,11,3,Cheesecake Slice|Ice Cream Tub|Gulab Jamun,381.85,True
O0000227,U000015,R00078,South Indian,2026-06-03 22:00:00,2,22,False,False,False,8,3,Uttapam|Masala Dosa|Curd Rice,420.46,True
O0000228,U000015,R00095,Desserts,2026-06-04 18:00:00,3,18,False,False,True,1,3,Ice Cream Tub|Cheesecake Slice|Brownie,516.21,True
O0000229,U000015,R00127,Chinese,2026-06-09 14:00:00,1,14,False,True,True,4,3,Chilli Chicken|Hakka Noodles|Manchurian,392.87,True
O0000230,U000015,R00036,Beverages,2026-06-12 20:00:00,4,20,True,False,False,3,3,Milkshake|Fresh Juice|Cold Coffee,398.76,True
O0000231,U000015,R00033,Biryani,2026-06-16 23:00:00,1,23,False,True,True,4,2,Egg Biryani|Veg Biryani,193.27,True
O0000232,U000015,R00095,Desserts,2026-06-18 20:00:00,3,20,False,False,True,2,2,Gulab Jamun|Brownie,318.95,True
O0000233,U000015,R00033,Biryani,2026-06-20 22:00:00,5,22,True,False,True,2,2,Chicken Biryani|Veg Biryani,315.01,True
O0000234,U000015,R00039,Biryani,2026-06-30 18:00:00,1,18,False,True,True,8,1,Veg Biryani,146.8,True
O0000235,U000015,R00033,Biryani,2026-07-07 20:00:00,1,20,False,False,True,8,2,Mutton Biryani|Egg Biryani,285.58,True
O0000236,U000015,R00095,Desserts,2026-07-20 19:00:00,0,19,False,False,False,13,3,Cheesecake Slice|Brownie|Ice Cream Tub,521.87,True
O0000237,U000015,R00033,Biryani,2026-07-22 21:00:00,2,21,False,False,True,2,3,Egg Biryani|Chicken Biryani|Mutton Biryani,443.6,True
O0000238,U000015,R00033,Biryani,2026-07-21 18:00:00,1,18,False,False,True,2,2,Veg Biryani|Egg Biryani,310.3,True
O0000239,U000015,R00127,Chinese,2026-07-28 23:00:00,1,23,False,True,False,7,2,Chilli Chicken|Manchurian,316.41,True
O0000240,U000015,R00095,Desserts,2026-08-04 20:00:00,1,20,False,False,True,7,1,Ice Cream Tub,132.88,True
O0000241,U000015,R00042,Chinese,2026-08-15 18:00:00,5,18,True,True,True,11,1,Manchurian,96.9,True
O0000242,U000015,R00095,Desserts,2026-08-25 16:00:00,1,16,False,False,False,10,1,Cheesecake Slice,111.22,True
O0000243,U000015,R00033,Biryani,2026-08-30 22:00:00,6,22,True,False,False,5,3,Egg Biryani|Veg Biryani|Chicken Biryani,519.75,True
O0000244,U000015,R00039,Biryani,2026-09-08 20:00:00,1,20,False,True,True,11,2,Veg Biryani|Chicken Biryani,464.38,True
O0000245,U000015,R00114,North Indian,2026-09-10 20:00:00,3,20,False,False,False,2,2,Naan Combo|Dal Makhani,152.57,True
O0000246,U000016,R00069,Desserts,2026-04-07 20:00:00,1,20,False,False,False,7,2,Cheesecake Slice|Gulab Jamun,125.66,True
O0000247,U000016,R00008,Fast Food,2026-04-20 23:00:00,0,23,False,True,True,13,1,Chicken Wrap,71.76,True
O0000248,U000016,R00149,Beverages,2026-05-18 18:00:00,0,18,False,False,True,29,3,Milkshake|Cold Coffee|Fresh Juice,504.9,True
O0000249,U000016,R00098,Fast Food,2026-06-01 18:00:00,0,18,False,False,False,14,1,Chicken Wrap,105.7,True
O0000250,U000016,R00077,Momos,2026-06-02 23:00:00,1,23,False,True,False,1,3,Fried Momos|Steamed Momos|Tandoori Momos,331.23,True
O0000251,U000016,R00139,Beverages,2026-06-08 20:00:00,0,20,False,True,True,7,1,Fresh Juice,89.92,True
O0000252,U000016,R00149,Beverages,2026-06-15 18:00:00,0,18,False,False,True,7,2,Cold Coffee|Fresh Juice,511.47,True
O0000253,U000016,R00149,Beverages,2026-07-13 13:00:00,0,13,False,True,True,29,2,Cold Coffee|Fresh Juice,308.13,True
O0000254,U000016,R00149,Beverages,2026-07-29 15:00:00,2,15,False,False,True,16,2,Milkshake|Cold Coffee,440.62,True
O0000255,U000016,R00009,Fast Food,2026-08-29 21:00:00,5,21,True,True,True,31,1,Loaded Fries,130.34,True
O0000256,U000016,R00093,Biryani,2026-09-07 23:00:00,0,23,False,True,True,6,3,Egg Biryani|Mutton Biryani|Chicken Biryani,522.56,False
O0000257,U000017,R00036,Beverages,2026-04-08 22:00:00,2,22,False,False,False,18,1,Fresh Juice,108.02,True
O0000258,U000017,R00146,Beverages,2026-04-20 18:00:00,0,18,False,False,False,12,3,Cold Coffee|Fresh Juice|Milkshake,231.37,True
O0000259,U000017,R00039,Biryani,2026-05-06 21:00:00,2,21,False,False,True,16,1,Chicken Biryani,210.46,True
O0000260,U000017,R00145,North Indian,2026-05-09 20:00:00,5,20,True,False,True,3,3,Butter Chicken|Naan Combo|Dal Makhani,389.15,True
O0000261,U000017,R00145,North Indian,2026-05-16 20:00:00,5,20,True,False,True,7,1,Paneer Tikka,118.42,True
O0000262,U000017,R00039,Biryani,2026-06-07 20:00:00,6,20,True,True,True,22,1,Veg Biryani,185.81,True
O0000263,U000017,R00145,North Indian,2026-07-26 17:00:00,6,17,True,False,True,49,2,Naan Combo|Paneer Tikka,339.61,True
O0000264,U000018,R00070,Pizza,2026-03-30 20:00:00,0,20,False,False,False,4,3,Farmhouse Pizza|Margherita|Pepperoni Pizza,298.73,True
O0000265,U000018,R00042,Chinese,2026-04-04 23:00:00,5,23,True,False,True,8,3,Fried Rice|Chilli Chicken|Hakka Noodles,230.52,True
O0000266,U000018,R00070,Pizza,2026-04-05 23:00:00,6,23,True,False,False,1,2,Margherita|Farmhouse Pizza,311.8,True
O0000267,U000018,R00029,South Indian,2026-04-09 19:00:00,3,19,False,False,True,4,3,Uttapam|Curd Rice|Idli Sambar,447.37,True
O0000268,U000018,R00042,Chinese,2026-04-11 21:00:00,5,21,True,False,True,4,2,Chilli Chicken|Hakka Noodles,199.72,True
O0000269,U000018,R00146,Beverages,2026-04-12 21:00:00,6,21,True,False,False,1,3,Milkshake|Fresh Juice|Cold Coffee,281.53,True
O0000270,U000018,R00013,Pizza,2026-04-13 15:00:00,0,15,False,False,False,1,3,Farmhouse Pizza|Margherita|Pepperoni Pizza,441.93,True
O0000271,U000018,R00044,North Indian,2026-04-19 22:00:00,6,22,True,False,True,6,3,Paneer Tikka|Butter Chicken|Dal Makhani,473.52,True
O0000272,U000018,R00095,Desserts,2026-04-21 18:00:00,1,18,False,False,False,2,2,Cheesecake Slice|Ice Cream Tub,289.94,True
O0000273,U000018,R00042,Chinese,2026-04-25 18:00:00,5,18,True,False,True,7,1,Hakka Noodles,91.39,True
O0000274,U000018,R00029,South Indian,2026-05-02 23:00:00,5,23,True,False,True,5,1,Idli Sambar,169.03,True
O0000275,U000018,R00078,South Indian,2026-05-17 20:00:00,6,20,True,False,False,15,1,Uttapam,144.04,True
O0000276,U000018,R00044,North Indian,2026-05-23 16:00:00,5,16,True,True,True,8,3,Dal Makhani|Naan Combo|Butter Chicken,483.06,True
O0000277,U000018,R00044,North Indian,2026-05-23 16:00:00,5,16,True,False,True,3,1,Dal Makhani,158.61,True
O0000278,U000018,R00044,North Indian,2026-05-31 23:00:00,6,23,True,False,True,8,1,Dal Makhani,115.28,True
O0000279,U000018,R00042,Chinese,2026-05-30 21:00:00,5,21,True,False,True,2,1,Chilli Chicken,76.16,True
O0000280,U000018,R00013,Pizza,2026-05-31 18:00:00,6,18,True,False,False,1,1,Farmhouse Pizza,132.07,True
O0000281,U000018,R00029,South Indian,2026-05-30 23:00:00,5,23,True,False,True,2,2,Idli Sambar|Curd Rice,307.44,True
O0000282,U000018,R00114,North Indian,2026-05-31 17:00:00,6,17,True,False,False,1,1,Dal Makhani,96.81,True
O0000283,U000018,R00044,North Indian,2026-06-03 21:00:00,2,21,False,True,True,3,1,Paneer Tikka,152.93,True
O0000284,U000018,R00033,Biryani,2026-06-11 16:00:00,3,16,False,False,False,8,3,Mutton Biryani|Egg Biryani|Chicken Biryani,420.39,True
O0000285,U000018,R00044,North Indian,2026-06-15 17:00:00,0,17,False,False,False,4,3,Butter Chicken|Paneer Tikka|Dal Makhani,421.83,True
O0000286,U000018,R00029,South Indian,2026-06-20 17:00:00,5,17,True,False,True,3,3,Curd Rice|Masala Dosa|Idli Sambar,444.29,True
O0000287,U000018,R00042,Chinese,2026-06-27 20:00:00,5,20,True,False,True,4,1,Chilli Chicken,77.49,True
O0000288,U000018,R00029,South Indian,2026-06-27 16:00:00,5,16,True,False,True,1,1,Masala Dosa,162.14,True
O0000289,U000018,R00044,North Indian,2026-07-04 18:00:00,5,18,True,False,True,7,1,Butter Chicken,142.14,True
O0000290,U000018,R00145,North Indian,2026-07-11 14:00:00,5,14,True,False,False,7,2,Paneer Tikka|Dal Makhani,339.27,True
O0000291,U000018,R00145,North Indian,2026-07-14 21:00:00,1,21,False,False,False,3,1,Paneer Tikka,158.33,True
O0000292,U000018,R00042,Chinese,2026-07-23 18:00:00,3,18,False,False,True,9,2,Fried Rice|Manchurian,139.92,True
O0000293,U000018,R00042,Chinese,2026-07-25 18:00:00,5,18,True,False,True,2,3,Fried Rice|Chilli Chicken|Hakka Noodles,186.84,True
O0000294,U000018,R00114,North Indian,2026-07-27 20:00:00,0,20,False,True,False,2,1,Dal Makhani,90.61,True
O0000295,U000018,R00146,Beverages,2026-07-31 18:00:00,4,18,True,False,False,4,2,Fresh Juice|Cold Coffee,194.13,True
O0000296,U000018,R00029,South Indian,2026-08-09 17:00:00,6,17,True,False,True,9,2,Masala Dosa|Curd Rice,279.17,True
O0000297,U000018,R00042,Chinese,2026-08-13 19:00:00,3,19,False,False,False,4,2,Chilli Chicken|Hakka Noodles,156.44,True
O0000298,U000018,R00127,Chinese,2026-08-16 20:00:00,6,20,True,False,False,3,1,Chilli Chicken,138.82,True
O0000299,U000018,R00070,Pizza,2026-08-19 20:00:00,2,20,False,False,False,3,1,Pepperoni Pizza,121.57,True
